,sentence,paraphrase_word
42833,"compared to her , i *'m* very impractical .",am
42834,why does *everyone* hate me ?,everybody
42835,why does *everybody* hate me ?,everyone
42836,tom never thought *of* the future .,about
42837,tom never thought *about* the future .,of
42838,i have nothing *else* .,left
42839,i have nothing *left* .,else
42840,who *quit* ?,resigned
42841,who *quit* ?,stopped
42842,who *quit* ?,surrendered
42843,who *resigned* ?,quit
42844,who *resigned* ?,stopped
42845,who *resigned* ?,surrendered
42846,who *stopped* ?,quit
42847,who *stopped* ?,resigned
42848,who *stopped* ?,surrendered
42849,who *surrendered* ?,quit
42850,who *surrendered* ?,resigned
42851,who *surrendered* ?,stopped
42852,we *'re* prisoners .,were
42853,we *were* prisoners .,'re
42854,we 're *kidding* .,joking
42855,we 're *joking* .,kidding
42856,you *'re* humming .,are
42857,you *are* humming .,'re
42858,we *'ll* fight .,will
42859,we *will* fight .,'ll
42860,tom is *cooperative* .,cooperating
42861,tom *is* cooperative .,was
42862,tom is *cooperating* .,cooperative
42863,tom *was* cooperative .,is
42864,tom has been *cooperative* .,cooperating
42865,tom has been *cooperating* .,cooperative
42866,you 're *cooperative* .,cooperating
42867,you 're *cooperating* .,cooperative
42868,he 's a *teetotaller* .,teetotaler
42869,he 's a *teetotaler* .,teetotaller
42870,we 're *unhappy* .,unlucky
42871,we 're *unlucky* .,unhappy
42872,there is one *big* difference .,significant
42873,there is one *significant* difference .,big
42874,the accident happened before my *very* eyes .,right
42875,the accident happened *right* before my eyes .,very
42876,he could *not* resist the temptation .,n't
42877,he could *n't* resist the temptation .,not
42878,do you see *anything* ?,something
42879,do you see *something* ?,anything
42880,*everybody* hates me .,everyone
42881,*everyone* hates me .,everybody
42882,that 's just what *he* needed .,she
42883,that 's just what *she* needed .,he
42884,we were all *shocked* .,stunned
42885,we were all *stunned* .,shocked
42886,is *this* your cat ?,that
42887,is *that* your cat ?,this
42888,i need *you* in my life .,him
42889,i need *you* in my life .,her
42890,i need *him* in my life .,you
42891,i need *him* in my life .,her
42892,i need *her* in my life .,you
42893,i need *her* in my life .,him
42894,you 're very *open* .,understanding
42895,you 're very *understanding* .,open
42896,you 're wasting *ammo* .,ammunition
42897,you 're wasting *ammunition* .,ammo
42898,i do my *job* well .,work
42899,i do my *work* well .,job
42900,i 'd *like* an explanation .,love
42901,i 'd *love* an explanation .,like
42902,europe is *not* a country .,n't
42903,europe is *n't* a country .,not
42904,i ca n't *forgive* her .,excuse
42905,i ca n't forgive *her* .,him
42906,i ca n't *excuse* her .,forgive
42907,i ca n't forgive *him* .,her
42908,does that mean *something* ?,anything
42909,does that mean *anything* ?,something
42910,she has a *sharp* tongue .,wicked
42911,she has a *wicked* tongue .,sharp
42912,this is *n't* yours .,not
42913,*this* is n't yours .,that
42914,*this* is n't yours .,it
42915,*it* 's not yours .,that
42916,*that* 's not yours .,it
42917,this is *not* yours .,n't
42918,*that* is n't yours .,this
42919,*that* is n't yours .,it
42920,*it* is n't yours .,this
42921,*it* is n't yours .,that
42922,what *motivates* you ?,motivated
42923,what *motivates* you ?,drives
42924,what *motivated* you ?,motivates
42925,what *motivated* you ?,drives
42926,what *drives* you ?,motivates
42927,what *drives* you ?,motivated
42928,tom *turned* serious .,became
42929,tom *became* serious .,turned
42930,tom told me *that* .,so
42931,tom told me *so* .,that
42932,tom stopped *abruptly* .,cold
42933,tom stopped *abruptly* .,short
42934,tom stopped *abruptly* .,suddenly
42935,tom stopped *abruptly* .,suddenly
42936,tom stopped *cold* .,abruptly
42937,tom stopped *cold* .,short
42938,tom stopped *cold* .,suddenly
42939,tom stopped *cold* .,suddenly
42940,tom stopped *short* .,abruptly
42941,tom stopped *short* .,cold
42942,tom stopped *short* .,suddenly
42943,tom stopped *short* .,suddenly
42944,tom stopped *suddenly* .,abruptly
42945,tom stopped *suddenly* .,cold
42946,tom stopped *suddenly* .,short
42947,tom *suddenly* stopped .,abruptly
42948,tom *suddenly* stopped .,cold
42949,tom *suddenly* stopped .,short
42950,everyone *stared* at me .,looked
42951,everyone *looked* at me .,stared
42952,we ca n't *deny* this fact .,dispute
42953,we ca n't *dispute* this fact .,deny
42954,they stopped *running* .,walking
42955,they stopped *walking* .,running
42956,tom was n't *murdered* .,killed
42957,tom was n't *killed* .,murdered
42958,tom was *persistent* .,adamant
42959,tom was *persistent* .,determined
42960,tom was *persistent* .,pushy
42961,tom was *adamant* .,persistent
42962,tom was *adamant* .,determined
42963,tom was *adamant* .,pushy
42964,tom was *determined* .,persistent
42965,tom was *determined* .,adamant
42966,tom was *determined* .,pushy
42967,tom was *pushy* .,persistent
42968,tom was *pushy* .,adamant
42969,tom was *pushy* .,determined
42970,tom *needs* surgery .,needed
42971,tom *needed* surgery .,needs
42972,his words *wounded* meg .,hurt
42973,his words *hurt* meg .,wounded
42974,are you *pleased* with the results ?,happy
42975,are you *pleased* with the results ?,satisfied
42976,are you *happy* with the results ?,pleased
42977,are you *happy* with the results ?,satisfied
42978,are you *satisfied* with the results ?,pleased
42979,are you *satisfied* with the results ?,happy
42980,*rabbits* can swim .,hares
42981,*hares* can swim .,rabbits
42982,i *'m* just a little dizzy .,feel
42983,i just *feel* a little dizzy .,'m
42984,you love *him* more than me .,her
42985,you love *her* more than me .,him
42986,i almost kissed *him* .,her
42987,i almost kissed *her* .,him
42988,give *her* a hug .,him
42989,give *him* a hug .,her
42990,"the girl saw *it* , too .",her
42991,"the girl saw *it* , too .",them
42992,"the girl saw *it* , too .",him
42993,"the girl saw *her* , too .",it
42994,"the girl saw *her* , too .",them
42995,"the girl saw *her* , too .",him
42996,"the girl saw *them* , too .",it
42997,"the girl saw *them* , too .",her
42998,"the girl saw *them* , too .",him
42999,"the girl saw *him* , too .",it
43000,"the girl saw *him* , too .",her
43001,"the girl saw *him* , too .",them
43002,i 'll never forgive *him* .,her
43003,i 'll never forgive *her* .,him
43004,did *n't* i mention that ?,not
43005,did i *not* mention that ?,n't
43006,those *colors* clash .,colours
43007,those *colours* clash .,colors
43008,*those* are n't mine .,they
43009,*they* are n't mine .,those
43010,the soup *'s* cold .,is
43011,the soup *is* cold .,'s
43012,the price of food *'s* gone up .,has
43013,the price of food *has* gone up .,'s
43014,what *does* tom mean ?,'s
43015,what *'s* tom mean ?,does
43016,it was a *terrible* scene .,horrible
43017,it was a *horrible* scene .,terrible
43018,i think he *really* likes me .,genuinely
43019,i think he *genuinely* likes me .,really
43020,i 'll tell you *afterwards* .,later
43021,i 'll tell you *later* .,afterwards
43022,it 's a *bet* .,gamble
43023,it 's a *gamble* .,bet
43024,ramudu *came* to school .,went
43025,ramudu *went* to school .,came
43026,i appreciate your *directness* .,candor
43027,i appreciate your *candor* .,directness
43028,i *appreciate* your candor .,value
43029,i *value* your candor .,appreciate
43030,does n't that prove *anything* ?,something
43031,does n't that prove *something* ?,anything
43032,does n't tom look *good* ?,handsome
43033,does n't tom look *handsome* ?,good
43034,is *this* a compliment ?,it
43035,is *this* a compliment ?,that
43036,is *it* a compliment ?,this
43037,is *it* a compliment ?,that
43038,is *that* a compliment ?,this
43039,is *that* a compliment ?,it
43040,i think *he* hates me .,she
43041,i think *she* hates me .,he
43042,i do n't know why *it* happened .,that
43043,i do n't know why *it* happened .,this
43044,i do n't know why *that* happened .,it
43045,i do n't know why *that* happened .,this
43046,i do n't know why *this* happened .,it
43047,i do n't know why *this* happened .,that
43048,i can smell *cookies* .,biscuits
43049,i can smell *biscuits* .,cookies
43050,i do n't know what tom *is* talking about .,'s
43051,i do n't know what tom *'s* talking about .,is
43052,it wo n't be *so* bad .,that
43053,it wo n't be *that* bad .,so
43054,*it* 's very clean .,he
43055,*it* 's very clean .,she
43056,it 's *very* clean .,so
43057,*he* 's very clean .,it
43058,*he* 's very clean .,she
43059,*she* 's very clean .,it
43060,*she* 's very clean .,he
43061,it 's *so* clean .,very
43062,any *seat* will do .,place
43063,any *place* will do .,seat
43064,tom does n't *look* too worried .,seem
43065,tom does n't *seem* too worried .,look
43066,it *'s* inhumane .,is
43067,it *is* inhumane .,'s
43068,tom saw *someone* .,somebody
43069,tom saw *somebody* .,someone
43070,i expected better *of* you .,from
43071,i expected better *from* you .,of
43072,i expected *better* from you .,more
43073,i expected *more* from you .,better
43074,i hope you *will* come .,'ll
43075,i hope you *'ll* come .,will
43076,*she* 's a pacifist .,he
43077,*he* 's a pacifist .,she
43078,it 's very *silent* here .,quiet
43079,it 's very *quiet* here .,silent
43080,have dinner with *us* .,me
43081,have dinner with *me* .,us
43082,he tried to *comfort* her .,reassure
43083,he tried to *reassure* her .,comfort
43084,the sky was *grey* .,gray
43085,the sky was *gray* .,grey
43086,when did you *go* to rome ?,travel
43087,when did you *travel* to rome ?,go
43088,there 's *your* friend .,his
43089,there 's *his* friend .,your
43090,i hate *that* song .,this
43091,i hate *this* song .,that
43092,that made *him* smile .,her
43093,that made *her* smile .,him
43094,he married a *very* young girl .,wholly
43095,he married a *wholly* young girl .,very
43096,i never touched *it* .,him
43097,i never touched *it* .,her
43098,i never touched *him* .,it
43099,i never touched *him* .,her
43100,i never touched *her* .,it
43101,i never touched *her* .,him
43102,have you ever been *in* italy ?,to
43103,have you ever been *to* italy ?,in
43104,i hate *her* parents .,his
43105,i hate *his* parents .,her
43106,everyone paid for *his* own meal .,their
43107,everyone paid for *their* own meal .,his
43108,tom *is* a liar .,'s
43109,tom *'s* a liar .,is
43110,let 's open it *up* .,get
43111,let 's *get* it open .,up
43112,the girl has a *soft* heart .,sweet
43113,the girl has a *sweet* heart .,soft
43114,i should *'ve* asked tom first .,have
43115,i should *have* asked tom first .,'ve
43116,i *hate* this music .,despise
43117,i *despise* this music .,hate
43118,i did n't get *a* job .,the
43119,i did n't get *the* job .,a
43120,tom *could* be wrong .,may
43121,tom *could* be wrong .,might
43122,tom could be *wrong* .,mistaken
43123,tom could be *wrong* .,incorrect
43124,tom *may* be wrong .,could
43125,tom *may* be wrong .,might
43126,tom may be *wrong* .,mistaken
43127,tom *might* be wrong .,could
43128,tom *might* be wrong .,may
43129,tom might be *wrong* .,mistaken
43130,tom could be *mistaken* .,wrong
43131,tom *could* be mistaken .,may
43132,tom *could* be mistaken .,might
43133,tom could be *mistaken* .,incorrect
43134,tom may be *mistaken* .,wrong
43135,tom *may* be mistaken .,could
43136,tom *may* be mistaken .,might
43137,tom might be *mistaken* .,wrong
43138,tom *might* be mistaken .,could
43139,tom *might* be mistaken .,may
43140,tom could be *incorrect* .,wrong
43141,tom could be *incorrect* .,mistaken
43142,she came *home* disappointed .,back
43143,she came *back* disappointed .,home
43144,i really need *it* .,this
43145,i really need *this* .,it
43146,i should *'ve* told tom .,have
43147,i should *have* told tom .,'ve
43148,nothing *'s* easy .,comes
43149,nothing *comes* easy .,'s
43150,you 're the *owner* .,owners
43151,you 're the *owners* .,owner
43152,you could *n't* choose .,not
43153,you could *not* choose .,n't
43154,try *to* look happy .,and
43155,try to *look* happy .,appear
43156,try *and* look happy .,to
43157,try to *appear* happy .,look
43158,it 's *relatively* expensive .,pretty
43159,it 's *pretty* expensive .,relatively
43160,you look funny in *the* hat .,that
43161,you look funny in *that* hat .,the
43162,i 'm paid *biweekly* .,fortnightly
43163,i 'm paid *fortnightly* .,biweekly
43164,tom does n't *seem* to be happy .,appear
43165,tom does n't *sound* happy .,look
43166,tom does n't *sound* happy .,seem
43167,tom does n't *look* happy .,sound
43168,tom does *n't* look happy .,not
43169,tom does n't *look* happy .,seem
43170,tom does *not* look happy .,n't
43171,tom is *not* looking happy .,n't
43172,tom does n't *appear* to be happy .,seem
43173,tom does n't *seem* happy .,sound
43174,tom does n't *seem* happy .,look
43175,tom is *n't* looking happy .,not
43176,i see *a* crown .,the
43177,i see *the* crown .,a
43178,i *did* n't have time .,had
43179,i have n't *had* time .,did
43180,it 's a vicious *circle* .,cycle
43181,it 's a vicious *cycle* .,circle
43182,tom did *it* very carefully .,that
43183,tom did *that* very carefully .,it
43184,"tom is *not* happy , either .",n't
43185,"tom is *n't* happy , either .",not
43186,tom does n't *look* very strong .,seem
43187,tom does n't *seem* very strong .,look
43188,tom does n't seem *very* strong .,so
43189,tom does n't seem *so* strong .,very
43190,tom did something *terrible* .,horrible
43191,tom did something *horrible* .,terrible
43192,he *voiced* his doubt .,expressed
43193,he *expressed* his doubt .,voiced
43194,i *almost* died .,nearly
43195,i *nearly* died .,almost
43196,i almost feel *sorry* for tom .,bad
43197,i almost feel *bad* for tom .,sorry
43198,i never talked to *her* again .,him
43199,i never talked to *him* again .,her
43200,how long *has* tom been gone ?,'s
43201,how long *'s* tom been gone ?,has
43202,it was *n't* my idea .,not
43203,it was *not* my idea .,n't
43204,two against one is *not* a fair fight .,n't
43205,two against one is *n't* a fair fight .,not
